	chart	title	artist	weeks	rank	query_week	lyrics
12	rock-songs	Ascension	Gorillaz Featuring Vince Staples	1.0	11.0	2017-04-08	"You are now tuned into the tomb of Jehova
Play my tunes loud enough to shake the room, what's the hold up?
Heard the world is ending soon I assumed that they told ya
They tryna dinosaur us
So now it's time to go up

The sky's falling, baby
Drop that ass 'fore it crash (higher)
The sky's falling, baby
Drop that ass 'fore it crash (higher)
The sky's falling, baby
Drop that ass 'fore it crash (higher)
The sky's falling, baby
Drop that ass 'fore it crash (higher)

The roof is on fire
She wet like Barbra Streisand
Police everywhere
It's like a nigga killed a white man
I just wanna find a baby mama 'fore the night end
So don't be coming 'round Vince
On that batter ram shit
On that 911 shit
Need a misses brown as Missy
I can have some fun with
Them slave bones make Grace Jones
Don't stop, bitch, stay focused
...


(1409614428508)"
13	rock-songs	We Got The Power	Gorillaz Featuring Jehnny Beth	1.0	13.0	2017-04-08	"We've got the power to be loving each other
No matter what happens, we've got the power to do that
On a le pouvoir de s'aimer, okay?
We've got the power to be
Ringing the great bell out there above us
We've got the power for that
We got the power to do that

They dream of home
I dream of life out of here
Their dreams are small
My dreams don't know fear
(I got all you)
I got my heart full of hope
I will change everything
No matter what I'm told
Or how impossible it seems
...


(1409614428508)"
14	rock-songs	Love	Lana Del Rey	6.0	14.0	2017-04-08	"Look at you kids with your vintage music
Comin' through satellites while cruisin'
You're part of the past, but now you're the future
Signals crossing can get confusing

It's enough just to make you feel crazy, crazy, crazy
Sometimes, it's enough just to make you feel crazy

You get ready, you get all dressed up
To go nowhere in particular
Back to work or the coffee shop
Doesn't matter cause it's enough
To be young and in love (ah, ah)
To be young and in love (ah, ah)

Look at you kids, you know you're the coolest
The world is yours and you can't refuse it
Seen so much, you could get the blues
But that don't mean that you should abuse it

...


(1409614428508)"
15	rock-songs	Testify	NEEDTOBREATHE	20.0	15.0	2017-04-08	"Give me your heart, give me your song
Sing it with all your might
Come to the fountain
And you can be satisfied
There is a peace, there is a love
You can get lost inside
Come to the fountain
And let me hear you testify

Into the wild
Canyons of youth
Oh, there's a water to fall into
Weighless we'll dance
Like kids on the moon
Oh I will give myself to you
As soon as you start to let go

Give me your heart, give me your song
Sing it with all your might
Come to the fountain
And you can be satisfied
There is a peace, there is a love
You can get lost inside
Come to the fountain
And let me hear you testify

...


(1409614428508)"
16	rock-songs	HandClap	Fitz And The Tantrums	52.0	6.0	2017-04-01	"Somebody save your soul cause you've been sinning in the city I know
Too many troubles, all these lovers got you losin' control
You're like a drug to me, a luxury, my sugar and gold
I want the good life
Every good night you're a hot one to hold
Cause you don't even know
I can make your hands clap
Said I can make your hands clap
Somebody save your soul cause you've been sinning in the city I know
Too many troubles, all these lovers got you losin' control
You're like a drug to me, a luxury, my sugar and gold
I want your sex and your affection when I'm holding you close
Cause you don't even know
I can make your hands clap
Said I can make your hands clap
...


(1409614428508)"
17	rock-songs	Johnny B. Goode	Chuck Berry	1.0	9.0	2017-04-01	
18	rock-songs	Battle Symphony	Linkin Park	1.0	11.0	2017-04-01	"I got a long way to go
And a long memory
I been searching for an answer
Always just out of reach

Blood on the floor
Sirens repeat
I been searching for the courage
To face my enemies
When they turn down the lights

I hear my battle symphony
All the world in front of me
If my armor breaks
I'll fuse it back together
Battle symphony
Please just don't give up on me
And my eyes are wide awake

...


(1409614428508)"
19	rock-songs	Chain Breaker	Zach Williams	26.0	14.0	2017-04-01	"If you've been walking the same old road for miles and miles
If you've been hearing the same old voice tell the same old lies
If you're trying to feel the same old holes inside
There's a better life
There's a better life

If you've got pain
He's a pain taker
...


(1409614428508)"
20	rock-songs	Still Breathing	Green Day	26.0	15.0	2017-04-01	"I'm like a child looking off on the horizon
I'm like an ambulance that's turning on the sirens
Oh, I'm still alive

I'm like a soldier coming home for the first time
I dodged a bullet, and I walked across a landmine
Oh, I'm still alive

Am I bleeding?
Am I bleeding from the storm?
Just shine a light into the wreckage, so far away, away

'Cause I'm still breathing
'Cause I'm still breathing on my own
My head's above the rain and roses
Making my way away

'Cause I'm still breathing
'Cause I'm still breathing on my own
My head's above the rain and roses
Making my way away
My way to you
...


(1409614428508)"
21	rock-songs	Help	Papa Roach	4.0	15.0	2017-03-25	"I think I need help
I'm drowning in myself

Did someone turn the lights out?
Or is it
just another dark cloud in my head?
Cause I'm cut deep
My heart won't beat
Deep down low it's killing me
If I wanna scratch out yesterday
I've got so much I need to say
(I've got so much I need to say)

I think I need help
Cause I'm drowning in myself
It's sinking in
...


(1409614428508)"
22	rock-songs	Feel It Still	Portugal. The Man	2.0	16.0	2017-03-25	"Can't keep my hands to myself
Think I'll dust em off, put em back up on the shelf
Cause my little baby girl is in need
Am I coming out of left field?

Oooh wooo, I'm a rebel just for kicks now
I been feeling it since 1966 now
Might be over now, but I feel it still
Oooh wooo, I'm a rebel just for kicks now
Let me kick it like it's 1986 now
Might be over now, but I feel it still

Got another mouth to feed
Leave her with a baby sitter, mama call the grave digger
Gone with the fallen leaves
Am I coming out of left field?

...


(1409614428508)"
23	rock-songs	How Did You Love	Shinedown	14.0	17.0	2017-03-25	"You can hear the sound of a thousand voices calling your name
You can have the light of the world blind you, bathe you in grace
But I dont see so easily what you hold in your hands
Cause castles crumble, kingdoms fall, and turn into sand
You can be an angel of mercy or give in to hate
You can try to fight it like every other callus mistake
How do you justify, Im mystified by the ways of your heart
With a million a lies the truth will rise to tear you apart

No one gets out alive
Everyday is do or die
The one thing you leave behind is
How did you love
How did you love
It's not what you believe
Those friends will make you bleed
But while you're on your knees
How did you love
How did you love
How did you love
...


(1409614428508)"
24	rock-songs	Middle Fingers	MISSIO	6.0	18.0	2017-03-25	"I am tired of seeing pretty people everywhere
I am not a model
Middle fingers in the air

I used to drink whiskey, now I'm stuck with Perrier
I'm an alcoholic
Middle fingers in the air

I'll just keep on throwing middle fingers in the air
I'll just keep on throwing middle fingers in the air

I don't like the music other people tend to share
Middle fingers in the air

...


(1409614428508)"
25	rock-songs	Angela	The Lumineers	27.0	19.0	2017-03-25	"When you left this town, with your windows down
And the wilderness inside

Let the exits pass, all the tar and glass
'Til the road and sky align

The strangers in this town
They raise you up just to cut you down
Oh Angela it's a long time coming

And your Volvo lights lit up green and white
With the cities on the signs

But you held your course to some distant war
...


(1409614428508)"
26	rock-songs	Hypnotised	Coldplay	1.0	8.0	2017-03-18	"Been rusting in the rubble
Running to a faint
Need a brand new coat of paint
Found myself in trouble
Thinking about what ain't
Never gonna be a saint
Saying float like an eagle
Fall like the rain
Pouring in to put out the pain
Oh again and again

Now I'm hyp, hypnotized
Yeah I trip, when I look in your eyes
...


(1409614428508)"
27	rock-songs	My Name Is Human	Highly Suspect	26.0	15.0	2017-03-18	"Okay

I'm feeling the way that I'm feeling myself
Fuck everyone else
Gotta remember that nobody's better than anyone else, here
(Do you need some time to think it over?)
Look what they do to you
Look what they do to me
Must be joking if you think that either one is free, here

Get up off your knees, girl
Stand face to face with your God
And find out what you are
(Hello, my name is human)
Hello, my name is human
And I came down from the stars
(Hello, my name is human)

I'm ready for love and I'm ready for war
But I'm ready for more
...


(1409614428508)"
